,user_id,business_id,text,date,compliment_count
521071,WJKocp9RE0KatUwh3_DkGg,bCh7vrbbxSKx0mtZnOvQoQ,"Sisters 1/5. Very, very bad movie. No writing, plot, or point. I urge you to skip it, or send me $14 and I will tell you a better story. (the theater is perfect- it's just the movie was hot garbage)",2015-12-25 05:00:15,0
521088,WJKocp9RE0KatUwh3_DkGg,wxYpbaR3zQuMhgSbUym_xw,"""Things we do in the shadows"" hilarious vampire flick from the Flight of the Conchords guys. Don't miss it.",2015-04-27 19:30:52,0
521344,A0j21z2Q1HGic7jW6e9h7A,HZi427Fb9-lpVdwZKTk7yA,"For those who live nearby, this is 2 hours of continuous laughter. There's physical comedy, puns, jokes and 60s/70s era songs - all put to the backdrop of a Shakespearean play,  very much modernized. 5 Stars !",2017-07-09 21:51:31,0
521427,aeuo-PdHqd4IQSoH-Kueyg,tKi4OvAlckcVzeP92InsOQ,They have a theater!,2016-07-31 20:26:34,0
521463,n9-XwgSU74qTFdTCN5oreQ,Q3G58vv1ClvH4re9QBsVgQ,Ted!,2012-06-30 04:45:31,0
521472,M9rRM6Eo5YbKLKMG5QiIPA,wxYpbaR3zQuMhgSbUym_xw,The Deep Blue Sea,2012-05-03 02:21:20,0
521549,CGCDnRwWHbsx3p6yRUE4Hg,-ipc5f0XiXwH3hbNnro54Q,Solo was AMAZING!!!!!!,2018-05-26 01:45:42,0
521641,fmzIm7RxEdii5Jz44PtO7g,CTiWs36A_sX3eahdqrYxUQ,Great seats to see Nutcracker,2015-12-12 19:01:17,0
521677,8oE6Ey8oDq5r6JY1_nr8qw,-3SjhBm5C1ZYoG5hNUvHzQ,Get there early choose ur seat,2014-05-26 01:44:33,0
521722,6i4FtQYWUhMcDbGInEhMWQ,VOh-vGJlUJnaAb3tgPreQg,"Seeing ""despicable me""",2010-08-21 02:04:21,0
521771,ztKdCT5La4wX8pOPutJBJQ,4RoTEeqB_MNn6yaqZmlZHg,A little relaxation after my Thanksgiving feast... The Decendants,2011-11-25 00:45:54,0
521790,-2gOxVWcnBr5DclrrsWXCA,jobP3ywRd3QNZ_GCoPG2DQ,Saw the premiere of Don Jon Absolutel,2014-02-28 01:47:27,0
521818,iok89dK1a8kxIDtXazo8FA,AKPLL7N4yTidQF7xY8kneg,ratz!! it's closed?! i better get a refund for the $40+ worth of groupons i bought!!! :[,2015-08-23 11:46:02,0
521927,mYQmaTeWp87sGnE-rHvIOw,QAomAHvkk68GcHUfCmzeNg,Checking out Simple Minds tonight. No seating VERY CROWDED  not a great venue if you want to SEE anything. Go only if you must.,2013-10-22 01:04:24,0
521969,lsl_Le9iVqmt17IcRPEzGA,nvBhlpH8TWbCl70_30gqxg,Great theatre. Very clean and friendly staff. Go see Evil Dead!!!,2013-04-22 23:57:12,0
522162,uRNxoFcZ4a2VLXAJ2v9dhQ,dt-Q31GwfUDHxZwwPhIH4A,At the north entrance of the imax movie theater it smells like pee. :(,2013-08-26 01:18:28,0
522234,ruNNrmYdfMrXLDhpsU_xvg,xnki9gbekoPntcxZhGx1nw,man of steel in imax 3d,2013-07-06 02:10:12,0
522293,M9rRM6Eo5YbKLKMG5QiIPA,wxYpbaR3zQuMhgSbUym_xw,"Camelview 5 is closing soon, and relocating to a new theater at Fashion Square. Last day to view movies at current location is December 10.  To commemorate the closing of the theater, Camelview is showing 10 classic movies at $5 ticket prices until December 6th.",2015-12-02 17:55:36,0
522387,farYgso1_1Nrnkid91rytg,dwogRZ8Vdu7Pd4qSN0UwXg,Bathroom is in the back.,2018-07-17 22:25:55,0
522393,r-zUIQPaHzvIyL93wQaoiQ,iXbjlUTqxlurMNAy58lYnQ,Matinee is $6/now. I guess new seats = new prices.  Pricing clearly posted at each window.,2018-07-21 12:29:40,0
522490,IIQjl4ckL2lWPrqV2ZGAtA,4RoTEeqB_MNn6yaqZmlZHg,Ms. Susan is the sweetest and most caring Regal worker I have ever come across. She's the best.,2017-01-27 04:22:47,0
522502,6-g1Aw92UoDijvc4k-wWdw,nDmiX5v02FN0Gfam5RZ4vQ,"They haven't cleaned the theatre from the last show, and it smells like someone shat themselves in here.

Oh, got kicked out for cleaning, why didn't they wait for the movie to start first.",2014-07-27 02:22:08,0
522616,0WzKY_KgLIw6Eq_ofPxu9A,imhibWA4C4M7drQSeZZU9g,Came here for the Hot Docs festival. Good size theatre with some concessions.,2018-05-05 14:24:02,0
522840,fZY97UjlP-iv35beOl_OfQ,p0iEUamJVp_QpaheE-Nz_g,"Go enjoy the HAPPY HOUR at its popular, cozy Tequila Bar upstairs!  $3 Tequila drinks!  

- Wed to Sun, 4-6p (See Pic) 

- Delicious frozen margarita tastes super fresh!   5* for quality and value!    :-) 

Feb 2017",2017-02-26 07:41:43,0
522878,TUu4SppnJ1S3lQ_jTxMpOw,B7crzLt3Cmq2Uy3JOiMnRw,There are over 100 types of pop you can mix yourself with Coca-Cola Freestyle!,2013-01-13 22:06:47,0
522988,HwxL-y5h2j4swM1A8BvqfQ,OZzmKNnARCJHL7gDq2PZfQ,Grace Kelly exhibit ongoing now,2011-12-02 23:04:19,0
523018,cJh4F1zFNJb2wXCNT1uNWQ,ImU8asw-7e_9sZoDc2lzXA,Act of Valor,2012-03-03 19:15:37,0
523088,O9pMFJSPg80YVzpMfNikxw,QPHU1AE3Fpxjhfiinv2LZg,"Jurassic World rocks!! Take tissue paper, it's a tear jerker.",2018-06-23 22:58:34,0
523118,ZvfvGCya2iN4AUGHZY1WBg,tKi4OvAlckcVzeP92InsOQ,"If you live in Gilbert, check your mailers for amazing coupons!!",2018-08-05 04:32:57,0
523235,bpgbVPJcG-wQ4cNBcPPIxw,VfX7rhtX03yNg56ISz8gVQ,"Midnight showing of Breaking Dawn,,,with Eric!",2011-11-18 04:21:54,0
523301,XP2oBf6k_BlMoFs1bD2lag,h6Y1-KfN2XBkcrV85CS8yg,Don't just go. Always check Groupon for a deal on tix. They frequently get you in the movie for 5 or 6 bucks with a drink. Buy your tickets and reserve a seats online if there isn't a Groupon. Make sure you know if you want theater or office style seats. And by God have fun!,2013-06-20 17:38:29,0
523411,C5quk2Td-8K6qm4pw71myg,krCiaZqjU2CeOfwoJWctDg,The last two rows in the IIMAX theater are behind the speaker. So if you want to drown out the sound a little sit behind them,2018-11-04 17:24:06,0
523585,1lRbzzJ5yXGq6K0CpUCbMw,JSjMfBQ654qyfVdE1CY76w,Tickets are about 40% off on Tuesday but buy them ahead of time or expect to wait in line,2012-05-16 00:24:07,0
523594,PcvbBOCOcs6_suRDH7TSTg,Z96TEJDXyUhCerS-9QllXw,Private theater rentals available.,2018-10-06 18:43:42,0
523640,A0j21z2Q1HGic7jW6e9h7A,ykRbHPWp2kQQG2ELkamGeg,Closed nearly a year now.,2011-03-26 00:57:24,0
523677,GbBc4v-ov79fZMfJCFzO6g,yPRNwbXvumnl8Fdrkoouxg,A+!!!!!!!!,2017-12-07 09:35:08,0
523954,y-dpL5Iun_Drej8DFGfAgg,nOidqR9yk6clKeXbuT_gZg,Hall pass! :),2011-03-05 05:07:32,0
524003,9-Td5_emaxoCi5CKs0bhKA,iXbjlUTqxlurMNAy58lYnQ,Great place to go!!!,2015-07-09 01:34:56,0
524063,QFWVSSPbMOk-PN0bdG3lMg,BxKe9Xt_fN6qBzrTofHuEQ,Just found out rave is amc now.....haha,2013-04-26 19:38:55,0
524224,9W73B44Iw8WslrTNB2CdCg,n9e07UjPBtISh97tJywluw,Not the first theater I would recommend in Brampton. Some theaters have low maintained seats but Ive found staff to be friendlier than average.,2013-01-04 23:57:55,0
524284,9bcFzhy96znoZGpZnjChJw,xAO1MUoly2QakIas07KK8w,every flavour of popcorn except Curry!,2013-01-04 01:50:37,0
524294,L8GB1sEXJrVfR-UsDRjI-g,wYZoSBvIbJWvDl-ruZwJ7Q,Watching the glass blowing is a perfect einter warm up,2013-01-15 01:33:44,0
524635,5XVGDqn9wdwG4c_T1o0XUw,RxNPIAim-2fIw43IilR62g,THOR,2013-11-23 21:01:58,0
524729,jmBcmM9spQ5ir-cEGspTqw,-ipc5f0XiXwH3hbNnro54Q,Hangover 2¡,2011-05-29 02:24:04,0
524825,NJxfyWtbOi9WDxAvfgqLIg,p0iEUamJVp_QpaheE-Nz_g,"In my opinion,  this is the worst for slot and video poker multigame comps.  However this place is pretty generous with comps for table games.  A few hundred for a few hours can give you $100 comp for a small group",2017-01-23 04:32:08,0
525009,7Oe6ikklTjVBbEFw9emLcA,jobP3ywRd3QNZ_GCoPG2DQ,The Dark Knight Rises in IMAX-yes!!,2012-07-20 22:31:02,0
525012,IdD1Z_PMqF0zUn3uZWSeAg,hhoKM8RdfYo97Y72LqmOgw,Wreck it Ralph was so cute!!,2012-11-03 22:35:37,0
525392,ccl5JZivv93oVySmX6TBjQ,BxKe9Xt_fN6qBzrTofHuEQ,Godzilla!!!!   Love the lizard!!!,2014-05-16 01:41:04,0
525412,GMKoemATfrXg1deaXxt2jA,RxNPIAim-2fIw43IilR62g,Popcorn stale. Almost all self service in this monstrosity of a place now. Sad.,2016-07-13 22:10:25,0
525492,hkqfTDLl2Sx4qZ17p-spRQ,2fqHO2vFbcwVV27c_Irm8Q,Amazing love this place but is always busy! There seats are amazing the there,2015-09-18 04:50:49,0
525544,fmzIm7RxEdii5Jz44PtO7g,CTiWs36A_sX3eahdqrYxUQ,The pies used in the show come from Whole Foods,2018-03-07 23:54:39,0
525727,O9pMFJSPg80YVzpMfNikxw,QPHU1AE3Fpxjhfiinv2LZg,PREDATOR is an awesome treat!!,2018-10-02 01:35:08,0
525859,gwIqbXEXijQNgdESVc07hg,w4SY_FlZnIfAb8UjDABPsQ,Holiday gift card with 40$ off goodies with a 40$ purchase,2016-11-03 16:23:02,0
526386,z4RytucxI_XfcMFaEI2DRg,cqjqc8pd3SCxTDWiH49Q5Q,Super nachos!!,2012-07-21 05:42:18,0
526392,GG9tAoEC9sMa_DokSkkImA,FJ4SYm6u4GbhkkXXnjYPcg,"Buy your tickets early, theaters are small and fill up fast.",2017-06-02 03:10:55,0
526519,hAi-sBBQF43tQqVMmEqVew,TDtggQc6j_HjmQXS5QjzeA,VIP is now $25.99 (Fri-Sun) per person. All Cineplex-wide.,2018-06-30 03:59:45,0
526596,mQp5svqHBnPiKtdUC99sDg,kPorLswaS8h4xy-notLk9Q,Adult Night 1st Friday of the month.  Cash Bar and  no tiny humans,2015-08-09 05:27:44,0
526656,vBxT4_bjFrbZEarWz6vsCQ,UlrCYfEfpupUVlP0x2JVSw,They need to clean up the outside and maintenance the restrooms. It's rather disgusting,2018-10-08 20:04:08,0
526657,Mv55A30nEcAl3vk4qow5dA,fZioXnBVf-KAsCFX-P2whg,Sign up for the free Regal rewards card and present anytime you buy anything for points towards free movie tickets and food!  What? What!,2016-04-03 00:58:22,0
526803,hq5en1N5_OKK3Wx6RU2MTw,v015pusDxymYrTi_l48t2w,$4.75 for 2 movies on Tuesday!  Can't be beat.,2013-07-17 03:48:31,1
527150,YRcaNlwQ6XXPFDXWtuMGdA,0rRLSX5rotp1_wiShc0jNw,Open new years day,2013-01-01 23:44:30,0
527207,7P6t9qnhKLOa8SqGb85B7w,BxKe9Xt_fN6qBzrTofHuEQ,Happy 4th of July ... time for Ted2,2015-07-04 17:48:12,0
527237,iiMGd03G_RXzXFfRsyPAMg,K1ekU1q26tNrImHrt3rr2A,Tuesday movies are $5.25,2016-12-28 17:47:40,0
527266,YRcaNlwQ6XXPFDXWtuMGdA,6qHWqe2GMOI69LaKDA3eag,VIP to open in August.,2018-07-22 03:48:41,0
527307,FJ2yu9Pf5LIYcncoRKyzFQ,WgD4husYU3KNF1nOlg2MEg,Image/Mation,2014-11-25 00:06:54,0
527364,pL4NhW3rTokFr-CQh3Lzgg,Z96TEJDXyUhCerS-9QllXw,What to expect when you're expecting,2012-07-07 21:24:17,0
527616,H9MpjeuPqSOqkE_cAR2WZQ,PZKk2nlJBFcPPE8W88BOWg,Great place! Best prices on first run movies!,2012-09-07 22:35:13,0
527671,CiuZhF8WUmz2dAW4ojbvIg,c5v5UY_J2RgUM7u0fn6rMw,Make sure you join the rewards club! And utilize Tuesdays for $5 movies and free popcorn!,2015-12-09 01:16:40,0
527804,sRi2bYXjK4MsE_wE8PnSAg,TT4XW2WMG0PNyUIFBIINuA,Worst bartenders ever. They are so rude - they completely ignore customers.,2016-06-25 04:27:02,0
527866,NJxfyWtbOi9WDxAvfgqLIg,p0iEUamJVp_QpaheE-Nz_g,"Great for bingo and cheap drinking at all hours, graveyard tables, machines and bowling alley especially.

I like this bowling alleys lanes the most, and they're scoresheet.

I hate the rodeo stuff but like the animals, the theater needs recliners, I dislike they're theater here.

They need better restaurants and vegan stuff.",2018-09-29 02:31:34,0
527922,5IaHGddT0RLq1-S5LbP1iw,pewbZXifFrGqYqdNiXi5sQ,One of my favorite movie theaters in Pittsburgh! Come early and get a drink and a snack before the show!,2014-12-28 21:17:47,0
528299,N8KY5W3UXAZrAGMYO2IDFw,krCiaZqjU2CeOfwoJWctDg,Comfy seats in the Imax theater!,2015-06-23 01:40:32,0
528345,XgmEAWKBxlQ3vetV5ZXeow,hdoXVYBWR2fOlPLufu_b9w,Perpendicular seating,2012-04-21 22:54:03,0
528374,XfZ9TO6ZWJLp0vbUCm6g4w,f4mh1Y0rnvbJRfQ3jPkqzQ,Holy Crap!!!! You get to add your own butter to your popcorn! So in other words you get to pick your level of fatness! Score!!,2012-06-21 23:07:10,0
528582,sYl1niCXXzFbyI4UPouM3w,Wn19QCVh-FdYFw06HfvJaA,You can get your parking validated for a discount near the entrance to the mall with the reader,2018-10-05 17:21:06,0
528682,PKEzKWv_FktMm2mGPjwd0Q,4RoTEeqB_MNn6yaqZmlZHg,Monsieur Lazhar,2012-07-13 18:51:44,0
528771,9W73B44Iw8WslrTNB2CdCg,imhibWA4C4M7drQSeZZU9g,Aparently the best seat in ciema #1is G14. Now go fight over it!!,2013-01-19 19:51:34,0
528772,6MM9Yqn7UBM8tmpSHQHAAg,yj7zSAJENDzBuQLVdkjCGA,"De l'extérieur, on dirait qu'ils ont refait la façade et c'est beaucoup plus beau!",2013-05-11 22:43:02,0
528829,gDy6k3AqlkcN4cEIkWnx_A,uFoygm7v4t0hXe8VeWq-Rg,Marketing meeting with Color Me Rad awesome event awesome people,2013-07-19 18:34:38,2
529218,MMf0LhEk5tGa1LvN7zcDnA,A0dDYy7DWik6BzDX6LnOtg,Time for Justice League,2017-12-17 19:09:36,0
529485,GG9tAoEC9sMa_DokSkkImA,MM8n7SPaIuMlDGbUM5SZhA,"Go for the reclining chairs if you're able to, they cost more, but they are soooo worth it!!!",2017-06-30 03:59:10,0
529541,XChCfeJ6Yx2NDJIpIgRhyg,wYZoSBvIbJWvDl-ruZwJ7Q,Motambi at the Westjet stage tonight! Party,2012-06-24 01:47:23,0
529644,UDFIZXP0kOb2xKoYToTS6w,S97QaAoCbsX_I_2BO9eYBQ,Cheap admission on Tuesdays,2013-09-18 01:07:29,0
529646,69aYNJavq6wjd7UtryUWdw,lqCJiHlxzRpuYt-u_XQUvg,Reserve your seats on an app! This is quick and easy and makes the experience flawless.,2018-05-21 00:14:36,0
529686,u140UcK66QZWCWTpawz5Pg,tJ4wTvu6NegxD3uzNSxihw,"Not as busy as Chinook Mall, plus it's $7 on Tuesdays!",2012-06-30 21:55:16,0
529714,3uPAF2-YwiTUN5NvVH6pIQ,Q3G58vv1ClvH4re9QBsVgQ,Free movies week at Harkins. Ends on 9/26/2013.,2013-09-22 18:33:19,0
529795,bXRgFsGrhH0KH14m7kn9mA,GIPY7lBIIY8ITSfu63q-YQ,They really need 2 upgrade the bathroom and concessions,2013-05-06 22:18:39,0
529910,y05H_1uQhO4frLTJ5_tGCQ,PNiH-BJRo2STl6bd5o_AvA,"Underground parking is $3 for theater guests , you can validate your parking pass at the theater; max 4 hours",2015-12-26 23:20:54,0
530006,Zqk-ye_OHeH_sS1JsdsLgg,zoODlH40edpJYLPLkHilNA,Get you tickets online in advance. Good seats go quick.,2014-03-09 22:44:44,0
530086,YE4f0vL_F-5eajSOYdEKWA,uH8o7gBowYmbToJqHsbpxg,"Dark Knight! Packing tic tacs, chiclets, and rubber bands!",2012-07-20 23:07:57,0
530109,P14bqC_Ynbp8O3tLePRKSw,hhoKM8RdfYo97Y72LqmOgw,"Theaters 12 -22 are reclining, after the holidays they will have reclining for theaters 1-11.",2016-11-20 00:20:55,0
530142,MJ6fyEwz3kXDPBFFGPKJIw,wtTWpv0xDJ5M57y22mdq0Q,$2 popcorn and soda on Tuesdays,2010-12-29 02:34:08,0
530273,I-4KVZ9lqHhk8469X9FvhA,p0iEUamJVp_QpaheE-Nz_g,"Stand by valet desk and watch the magic of the sunrise from the mountains across the street!!
Enjoy with Seattle's Best!!",2018-10-26 13:28:39,0
530632,DXh8yxwZCg5Ckj5kmDvKXw,8nmjvYX4N67cxOsGfbEgjg,"Wow...staff member is walking around...inside my movie theatre space trying to sell candy outside what the theater sells....out of her backpack...walking up and down rows asking patrons right to their faces......not cool....not professional....and I am sure to
management ....totally unaware",2017-11-29 23:57:45,1
530746,2z2A6ayPZmlVwZFK-uz60w,0QzCeORfF8EY34UODWRV9A,Try the food court for a lunch or snack!,2017-11-24 13:24:08,0
531168,6tbXpUIU6upoeqWNDo9k_A,ls9yHpiI4Je3gm9W4BejLw,Deadpool,2016-02-14 02:51:47,0
531404,fVN_EC2NUT-E_2i7XgQB0Q,jOWS7K-2tNqOcHVBSygswg,Cars 2 with the kids,2011-07-02 05:30:03,0
531829,FjIu5bf6dPW7_V_-0Jg4kQ,p0iEUamJVp_QpaheE-Nz_g,Local conventions here are convenient even tho not close to home,2018-10-06 19:35:56,0
532040,AQ0NRRasg_FA403S5gKEDA,NdUuGRxEH0waBQbL6R7mmg,Love this locals casino! Love that it's right down the street from my place.,2013-05-08 19:44:51,0
532115,MNuHrKCahtRIKbvA90OaZA,MM8n7SPaIuMlDGbUM5SZhA,Cookies and cream popcorn. Limited.  Yummy.,2012-05-11 21:26:53,0
532143,eIUivTKA2Xx0rgHog53Rrw,7JVhdvxRacgRaVIsK2sMPQ,Cash only but they have an atm,2011-03-16 02:19:55,0
532164,cLbXsX0hI-3-VTRJS5kMSw,BTcY04QFiS1uh-RpkR7rAg,"Always a great experience, and my kids love the play center they have.",2015-07-24 01:15:45,0
532493,fmzIm7RxEdii5Jz44PtO7g,2yC8986TR6Nxs5KVpGrKug,Show starts exactly on time. Be in your seats!,2018-11-10 20:20:16,0
532494,fmzIm7RxEdii5Jz44PtO7g,2yC8986TR6Nxs5KVpGrKug,You can use the side exit to get out. Saves waiting till people exit theater,2018-11-10 21:38:35,0
532534,NaW6r6e2dwXSv5qLrL7ZkQ,JSjMfBQ654qyfVdE1CY76w,Dark Knight Rises!!!,2012-07-20 12:28:34,0
532539,V74paj6Zok4DvGnciFEZMg,bCh7vrbbxSKx0mtZnOvQoQ,I'm finally better to come and see a movie. Going to see Molly's 's Game.,2018-01-27 19:21:16,0
532577,NJxfyWtbOi9WDxAvfgqLIg,p0iEUamJVp_QpaheE-Nz_g,"Best time to drink is the 2am late night to early morning mark.  Cheaper drinks, luckier slots, friendlier staff, much more quiet and chill.",2018-11-07 00:52:27,0
532623,K1D_9pME7aERzB8_fnLy_w,tKi4OvAlckcVzeP92InsOQ,Great place!,2018-07-22 22:31:10,0
532716,tFLFrEjD9omSqs0gqSYxvA,cfggUk66F01Av4YWZJXcnA,"Dear chef: that was cooking tonight May 6,2018 @ 8;30pm please do better next time! The food we ordered on top left was pretty awful. U guys promote great pictures! We were disappointed tonight and hope you do better!",2018-05-07 07:51:25,0
532752,V74paj6Zok4DvGnciFEZMg,Q3G58vv1ClvH4re9QBsVgQ,I usually pay with a credit card but this time I decided to use my $50 bill and to my surprise they had no change I did not want ones and fives. I thought that was pretty ridiculous! They said it's early in the morning! Huh! Just an FYI,2017-06-08 16:15:55,0
533246,qh_IPvluQmI1jgqNrAyeuw,wxYpbaR3zQuMhgSbUym_xw,Love this indie theater but hate how crowded it gets--some of the individual theaters are so small!,2012-09-03 04:14:17,0
533402,wi_a3hdD7pnZU4mzjCbdIw,i8fJhAD9QE-arHRoV0FsCA,Check their website for special events and showings.,2018-03-06 01:48:20,0
533416,WXDj6mmyrJi5q5nHKJ6H7w,xJzJpTYC_1k_EE0AWTOPXw,$5.25 Tuesday movies!,2018-10-31 03:18:20,1
533435,Jnx8GE372nbzljZ5VqZcGA,wtTWpv0xDJ5M57y22mdq0Q,"Apparently if you're online looking up show times use the ""Marcus Point Cinemas"" webpage and not Google ""Point Cinemas"" for shows and show times. We & 6 others were here for a matinee of ""How To Be Single"" at 2:50 and there was no showing at that time.  They asked us if we were at the wrong theater and we showed them the Google search where they had the time listed for our show.  That's when the management just said "" you can't use that site you have to use our specific site and NOT. Google.",2016-03-07 20:37:29,0
534022,Q1m0Jixc4E5-BVOgUsS_xQ,F8FHXQBpMu1erLSTwUxYeQ,we have always had great experience every time we come here ..,2018-05-30 15:54:24,0
534044,qVRavGPFSpCarN21vCOHRw,zyfPzBC4s17UWh6x8olj7w,Only French dubbed movies !,2014-02-13 19:38:49,0
534100,nKWl2DdHbp6ZbQ12uqp1qQ,GAOeyq-7gt9QByhdcAK3cQ,Red riding hood :),2011-03-17 01:48:45,0
534132,FV09hP2Nq6s_AwUWSkGJeQ,K1ekU1q26tNrImHrt3rr2A,Unfriended the Dark Web.... time to get our scare on!!,2018-07-23 02:41:59,0
534230,8Ox2EA8A7FVSzVEM3TRn7Q,cfggUk66F01Av4YWZJXcnA,Free street parking on Sundays & holidays,2017-01-15 19:38:39,0
534293,wxeTtPILiMl1L-yBB-D2HA,RtXj1StQUbCMEmxRR10Bqg,Spider Man!,2012-07-05 22:50:45,0
534378,FgyvflZtqRF03j5bIrlnlA,0QzCeORfF8EY34UODWRV9A,Complaining about bad service must be having an effect because they now treat me worse. Horrible attitude. I've never asked for anything but a little respect,2018-05-24 22:17:32,0
534396,Mv55A30nEcAl3vk4qow5dA,fZioXnBVf-KAsCFX-P2whg,$6 all day Tues movies!,2016-06-18 19:35:13,0
534545,I8nwFvBKuOlBs0Pkv0c6ow,9Lc8VbFNBuer89ayA-7PCg,Noisy..talkers during movie. Waitin for them to bust a cap....mgmt foes nothing...no more..you font deserve. Two stars.....,2014-04-13 22:25:04,0
534574,r-zUIQPaHzvIyL93wQaoiQ,NHKRAAJm2KbWdMox3pSGtA,"You can collect points for purchases here.  Icee machine = coke, red, blue flavors.",2018-07-25 02:44:06,0
534624,8zXgNCkusOHMwh5Tj_8yCQ,kvFSP0DS0d5RumAGAQt0rg,Just a tip for myself a year from now - never ever get their poutines again unless I want a mouth full of salty cold clumpy gravy. U r welcome future self.,2017-12-26 07:10:29,0
534632,d_sLRbx28xwPpDZyf0WM-g,YMgpZUaAV46AUHm2scJe5A,"Great experience, great family atmosphere .",2017-12-18 01:40:34,0
534649,oS2y77hbb-bIt6c8HUEHRQ,-ipc5f0XiXwH3hbNnro54Q,"In brightest day in blackest night No evil shall escape my sight. Let those who worship evils might, Beware my power Green Lanterns light",2011-06-20 02:42:34,0
534664,WP7FsUsgNW24s7HH5xi7pg,Q3G58vv1ClvH4re9QBsVgQ,Lots of discounts & loyalty cup almost soothes the heavy price of my ticket. Don't forget to get yours,2013-04-19 04:22:36,0
534669,k4wdyggPb3eCcPxK9DVcdg,h6Y1-KfN2XBkcrV85CS8yg,Don't watch a 3D movie if you wanna eat dinner. It's a pain.,2011-12-16 04:14:02,0
535006,YfYas8wdkrrvbqXcBH9x9w,4RoTEeqB_MNn6yaqZmlZHg,Why do I keep coming here?!?? It's literally the worst staffed theater I've ever been too!,2018-06-23 22:51:10,0
535174,x8fibMkyIuv7AlzViP2Iaw,cFrc6PlIiapEv8ny3HNiyw,Its not very roomy,2013-08-11 02:00:45,0
535186,K7zshhhfoL3b5hbxbl6T5g,RtXj1StQUbCMEmxRR10Bqg,Super busy today. Show up more than a half hour early.,2013-05-27 20:11:49,0
535412,unlh4GPv09TPIPYicu1iJw,UGBIdjPNmLviPOTwVwEr8w,Stinky theatre,2012-03-03 00:29:31,0
535738,EqR1GhIra7n5_Q2GGDhGoQ,PNiH-BJRo2STl6bd5o_AvA,No TimePlay!!! :@:@:@,2018-05-12 02:22:13,0
535773,cv2350a9GpY9u4j3JjNt9w,yI1nnVCfa8s7ukuqo7Rc3g,Bring a blanket,2018-07-21 03:43:24,0
535871,moMgADvpLpjcLkkM1jJDBw,wYZoSBvIbJWvDl-ruZwJ7Q,Great place to go sailing or learn how to kayak on a warm June day,2018-06-18 00:27:23,0
535939,BGzavA_ddMr-jGmhArv7fg,wYZoSBvIbJWvDl-ruZwJ7Q,Vegetarian Food Fair all weekend!,2011-09-09 21:37:01,0
535974,RUZdkgTIUDZViTBXeCbrjg,1wiv2BvvauMj8hS16UuEYw,Wicked...for Katie and Mommy!!!!   So very exciting!!!,2012-03-08 02:05:08,0
535991,lN400ckm9JAMqq5_nsmBEA,n-AQFKbW6MnpamdtA6ECpQ,Don't come on Sunday mornings. The f team is working.,2014-07-27 16:10:18,0
536075,825Ol4rTvAZnUyFMke37jA,J0ufK7WAEq6oAdpDFz2xVA,Don't forget your Free refill when u buy a large popcorn & large drink!,2015-12-20 02:49:54,0
536187,xhlcoVm3FOKcxZ0phkdO6Q,Y6F9a6Rv_4nhDIZ2VfQFrg,"django.....the ""d"" is silent!!!",2012-12-26 16:43:30,0
536300,FWy1BN2RufsOsxvqZm6BhA,A5VKj3IaxdCDR9tXczbpYw,Nice place usually not a lot of people so it's really good,2014-03-01 02:53:36,0
536325,SAWkTZbP79ildfrDsiqUrQ,2fqHO2vFbcwVV27c_Irm8Q,"Reserved seating, comfy reclining seats and beverages. I don't think it gets any better than this! Luxury+ I heart you.",2014-04-27 15:45:57,0
536453,MMf0LhEk5tGa1LvN7zcDnA,A0dDYy7DWik6BzDX6LnOtg,Time for Thor,2017-12-10 18:58:58,0
536476,gDy6k3AqlkcN4cEIkWnx_A,uFoygm7v4t0hXe8VeWq-Rg,Another day another $. Building the 1st Orangetheory Fitness here in Village Square stop by and get your discounted membership prior to the grand opening.,2013-09-23 22:27:23,0
536546,6rGVoAI0Bl8ZEbMNJWOK3w,F8FHXQBpMu1erLSTwUxYeQ,Let's see how the twins do this time,2011-09-18 16:39:30,0
536592,EqxTlkPnoQxkM4jbQinSpw,tKi4OvAlckcVzeP92InsOQ,"Best dance studio in the Phoenix metro area.. Clean, friendly, and fun place!!!",2016-06-23 00:23:06,0
536730,pHcZ-Qyh7neZe0GApDkY1w,F8FHXQBpMu1erLSTwUxYeQ,Outdated. Full of old people.,2017-04-04 00:02:39,0
536733,MMf0LhEk5tGa1LvN7zcDnA,FJ4SYm6u4GbhkkXXnjYPcg,"Reclining seats, popcorn, soda, and Captain America - Civil War!",2016-05-16 02:27:34,0
536753,9hFid3EZ64e1c53ej1q9MQ,zoODlH40edpJYLPLkHilNA,"Come early to pick your seats!! First timers, very fun theater  experience!",2014-05-23 03:31:32,0
536754,74goFJSWzAwmk69XfPqEag,w4SY_FlZnIfAb8UjDABPsQ,The popcorn here is terrible. What a waste of money.,2013-01-14 01:09:39,0
536920,6ehZ3X1gaHe-fxzndNRweA,jOWS7K-2tNqOcHVBSygswg,Saw the pirates. Mildly amusing for adults. The kids couldnt sit still at all. Glad we went to a matinee is all i can say.,2012-05-15 21:29:48,0
536980,pD-veb0ytCR2PyPbAm9OHg,F8FHXQBpMu1erLSTwUxYeQ,The seats in this theater are waaaay better than those at Desert Ridge!!,2013-05-05 20:37:53,0
537596,A3YyPy-pF2-6hxSCKNSFjQ,dRDd9zMMH96jl_BlE2-jkA,"My go to mall, nothing special but has all the necessities.",2012-12-05 00:42:06,0
