,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
54792,cFrc6PlIiapEv8ny3HNiyw,Cinéstarz,377 Burnhamthorpe Road E,Mississauga,ON,L4Z 1C7,43.602789,-79.626622,4.0,9,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '13:0-22:0', 'Tuesday': '13:0-22:0', 'Wednesday': '13:0-22:0', 'Thursday': '13:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
54935,F5TvnRmiR3VWC6l03SefcQ,Harkins Centerpoint 11,730 South Mill Ave,Tempe,AZ,85281,33.422948,-111.941693,2.5,5,0,,"Cinema, Arts & Entertainment",
55149,KDprDu0ToX8AnhQWVE9ZeA,Atlas Cinemas Lakeshore 7,22624 Lakeshore Blvd,Euclid,OH,44123,41.6110537,-81.5256302,4.0,9,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
55421,nCAqeub9ERwzSoQwGzr1QQ,AMC Westgate 20,9400 West Hanna Dr,Glendale,AZ,85305,33.53539,-112.2613531,2.5,164,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
55534,yI1nnVCfa8s7ukuqo7Rc3g,Stardust Newmarket Drive-In Theatre,893 Mount Albert Road,East Gwillimbury,ON,L0G 1V0,44.1015239,-79.4599726,4.0,19,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema, Drive-In Theater",
56708,AatZaURSUFM48EdnVpRuwQ,Lunchbox Theatre,"115 9 Avenue SE, Suite 160",Calgary,AB,T2P 2V7,51.0441972,-114.0627976,5.0,11,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts, Cinema","{'Monday': '10:0-16:0', 'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '17:30-19:30', 'Friday': '17:30-19:30', 'Saturday': '11:0-13:30'}"
56786,1wiv2BvvauMj8hS16UuEYw,ASU Gammage,1200 S Forest Ave,Tempe,AZ,85287,33.4161987,-111.9366055,3.5,214,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Event Planning & Services, Venues & Event Spaces, Colleges & Universities, Education, Performing Arts, Cinema, Arts & Entertainment","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}"
57826,iO3GuIiZxzv-iETGVnoeVA,Murder and a Meal Dinner Theatre,10601 N 56th St,Scottsdale,AZ,85254,33.5901625,-111.9603297,4.0,31,1,{'GoodForKids': 'False'},"Performing Arts, Arts & Entertainment, Cinema",
58328,y4sPaw0tUsAG4AxRKlF0bg,Innis Town Hall,2 Sussex Ave,Toronto,ON,M5S 1J5,43.6655699,-79.3996052,4.5,3,1,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema, Venues & Event Spaces, Event Planning & Services",
58330,luqlU26AShb-VF1qEt4k6Q,Elgin Mills Theatre,10909 Yonge Street.,Richmond Hill,ON,L4C 1G7,43.8931213,-79.4423058,3.5,4,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
59660,Ko3uPphyP_RiQ-TSTh8UnQ,LVH Theater,3027-3059 Ave,Las Vegas,NV,89109,36.136215428,-115.1513957977,3.0,5,1,{'GoodForKids': 'False'},"Performing Arts, Arts & Entertainment, Cinema",
59661,xfeEbejpBwnp97JJazxuZA,Barrymore Theatre,2090 Atwood Ave,Madison,WI,53704,43.0929569,-89.3522023,3.5,26,1,{'GoodForKids': 'False'},"Arts & Entertainment, Performing Arts, Cinema","{'Monday': '12:0-17:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0'}"
59741,yV3ak7F2t3n8SO7QsvLgEA,Cinemark,600 Monroeville Mall,Monroeville,PA,15146,40.4285963145,-79.7955038384,4.5,40,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '12:0-12:0', 'Tuesday': '12:0-12:0', 'Wednesday': '12:0-12:0', 'Thursday': '12:0-12:0', 'Friday': '12:0-12:0', 'Saturday': '12:0-12:0', 'Sunday': '12:0-12:0'}"
60106,NVr6i46TZ8miaE2EVN4gfA,Childsplay,900 S Mitchell Dr,Tempe,AZ,85281,33.4208987,-111.9482171,4.5,12,1,{'GoodForKids': 'True'},"Cinema, Specialty Schools, Education, Art Schools, Performing Arts, Arts & Entertainment","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
60850,BthUkBZlHSM-mFuZO7IGoQ,The Canadian Stage Company,26 Berkeley Street,Toronto,ON,M5A 2W3,43.6504628,-79.3640237,4.5,5,1,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema, Performing Arts",
61089,-4EuiTKCwZczrp-X1LjFcw,Kingsway Theatre,3030 Bloor Street W,Toronto,ON,M8X 1C4,43.647344816,-79.5122354708,1.5,22,1,{'GoodForKids': 'False'},"Cinema, Lawyers, Shopping, Arts & Entertainment, Immigration Law, Professional Services",
61485,nJUsNx-LKAZ0FHGm9mnmaw,Regal Cinemas Summerlin Luxury 5,2070 Park Center Dr,Las Vegas,NV,89135,36.1483144,-115.3327272,4.0,243,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True'}","Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
61698,HZi427Fb9-lpVdwZKTk7yA,Fountain Hills Theater,11445 N Saguaro Blvd,Fountain Hills,AZ,85268,33.591096,-111.706148,4.0,14,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment, Performing Arts","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0'}"
61707,_O99A2e4VFOCStWgHxx12Q,Regal Cinemas Franklin Square 14,3778 E Franklin Blvd,Gastonia,NC,28054,35.2601918653,-81.1102707013,2.5,19,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '13:0-23:0', 'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '13:0-23:0'}"
61962,8nmjvYX4N67cxOsGfbEgjg,Studio Movie Grill - Epicenter,"210 E Trade St, Ste D-290",Charlotte,NC,28202,35.225378,-80.841961,2.5,448,1,"{'RestaurantsTakeOut': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'Caters': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HappyHour': 'False'}","American (New), Nightlife, Bars, Cinema, Arts & Entertainment, Restaurants, American (Traditional)",
64015,6F3teRN41NiGDp74A1lKPw,Starlight Stadium 14,11240 N Tryon St,Charlotte,NC,28262,35.333031,-80.717127,3.5,10,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
64458,NdUuGRxEH0waBQbL6R7mmg,Boulder Station Hotel & Casino,4111 Boulder Hwy,Las Vegas,NV,89121,36.1329379,-115.084697,2.5,313,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","Casinos, Mexican, Buffets, Restaurants, Steakhouses, American (Traditional), Event Planning & Services, Seafood, Hotels & Travel, Cinema, Arts & Entertainment, Hotels, Italian","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
64588,K1ekU1q26tNrImHrt3rr2A,Century Orleans 18 Movie Theater,4500 W Tropicana Ave,Las Vegas,NV,89103,36.102688496,-115.2030766199,3.5,198,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
64665,VGOpZ15XmabMYuxW1J8zqQ,Blockbuster Video,3234 S Mill Ave,Tempe,AZ,85281,33.3939901,-111.9396041,4.5,3,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Arts & Entertainment, Books, Mags, Music & Video, Shopping, Cinema, Videos & Video Game Rental",
64919,iXbjlUTqxlurMNAy58lYnQ,Ayrsley Grand Cinemas 14,9110 Kings Parade Blvd,Charlotte,NC,28273,35.1391548414,-80.9322975693,4.0,84,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '12:0-22:15', 'Tuesday': '12:0-22:15', 'Wednesday': '12:0-22:15', 'Thursday': '12:0-22:15', 'Friday': '12:0-22:15', 'Saturday': '12:0-22:15', 'Sunday': '12:0-22:15'}"
65299,AMBBqVaT2PP9VODc5hXIyQ,SilverCity Richmond Hill,8725 Yonge Street,Richmond Hill,ON,L4C 6Z1,43.840603639,-79.4270409772,3.5,35,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
66172,wYZoSBvIbJWvDl-ruZwJ7Q,Harbourfront Centre,235 Queens Quay W,Toronto,ON,M5J 2G8,43.6390687,-79.382896,4.0,62,1,{'GoodForKids': 'True'},"Arts & Entertainment, Venues & Event Spaces, Performing Arts, Cinema, Event Planning & Services, Local Flavor","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}"
66666,JEEYFXLbKy-KpbTT-BHb6A,Regal Cinemas Manor Twin,609 Providence Rd,Charlotte,NC,28207,35.201565,-80.8244066,4.0,54,1,{'GoodForKids': 'False'},"Cinema, Arts & Entertainment","{'Monday': '13:0-22:0', 'Tuesday': '13:0-22:0', 'Wednesday': '13:0-22:0', 'Thursday': '13:0-22:0', 'Friday': '13:0-0:0', 'Saturday': '13:0-0:0', 'Sunday': '13:0-22:0'}"
67520,xjRr3wvKig1rWIalTyZYPw,Rex Theater,1602 E Carson St,Pittsburgh,PA,15203,40.4287151,-79.9825489,4.0,45,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BusinessAcceptsBitcoin': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'False', 'HappyHour': 'False'}","Cinema, Event Planning & Services, Performing Arts, Music Venues, Venues & Event Spaces, Nightlife, Arts & Entertainment","{'Monday': '12:0-0:0', 'Tuesday': '12:0-0:0', 'Wednesday': '12:0-0:0', 'Thursday': '12:0-0:0', 'Friday': '12:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-0:0'}"
67718,EM3CDQGI7Yv51Spno06JGw,Crowfoot Crossing Cinemas,91 Crowfoot Ter NW,Calgary,AB,T3G 2L5,51.1271917106,-114.2020648369,3.0,13,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
67806,omScOGJlpuxa3JZtPc8CNg,Century Square Luxury Cinemas,2001 Mountain View Dr,West Mifflin,PA,15122,40.3468868773,-79.946238052,4.5,43,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
67883,qbwSx-tC4jGDx5Xv6IbOmg,Lovely Day Media,"2900 Sunridge Heights Pkwy, Ste 621",Henderson,NV,89052,35.993692,-115.116733,2.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Event Planning & Services, Videographers, Event Photography, Cinema, Wedding Planning, Arts & Entertainment, Photographers, Professional Services, Video/Film Production",
67914,Kl-Xp6vdDNl8Jx1b15BwAg,Dreaming Ant,4525 Liberty Ave,Pittsburgh,PA,15224,40.4629248,-79.9508171,5.0,7,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","Music & DVDs, Books, Mags, Music & Video, Shopping, Arts & Entertainment, Cinema",
68219,wxYpbaR3zQuMhgSbUym_xw,Harkins Camelview 5,7001 E Highland Ave,Scottsdale,AZ,85250,33.5053003184,-111.9307551675,4.5,155,0,"{'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}","Cinema, Arts & Entertainment",
69385,lTm8J2c1Sp4szFPdQ04QqQ,Cineplex Odeon Sheppard Grande,4861 Yonge Street,Toronto,ON,M2N 5X2,43.7629683,-79.4109603,3.5,15,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
70044,jeNnKFuf2WoehJlJSidKuw,Ovens Auditorium,2700 E Independence Blvd,Charlotte,NC,28205,35.205058,-80.7951951,3.0,65,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema, Venues & Event Spaces, Event Planning & Services, Active Life, Performing Arts, Amusement Parks","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0'}"
70051,w4SY_FlZnIfAb8UjDABPsQ,Cineplex Odeon Yonge & Dundas Cinemas,"10 Dundas Street E, Suite 402",Toronto,ON,M5B 2G9,43.6567455,-79.380484,3.5,154,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
70247,4bOUHefNIMkOd5VqfpDgrQ,Phoenix Big Cinemas North Versailles Stadium 18,1701 Lincoln Hwy,North Versailles,PA,15137,40.3716593,-79.7863875,4.0,22,1,"{'OutdoorSeating': 'False', 'HasTV': 'True', 'GoodForDancing': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'HappyHour': 'False', 'BusinessParking': 'None', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Music': 'None', 'GoodForKids': 'True'}","Cinema, Nightlife, Wine Bars, Arts & Entertainment, Bars",
71036,UQjrBbIUVNSP-vyGgqociw,Vertigo Studio Theatre,"115 9 Avenue SE, Suite 161",Calgary,AB,T2G 0P5,51.0442512084,-114.0625009739,4.5,14,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts, Cinema",
71634,6A9paRG2PVEfgGMXBrYdZA,Union South,1308 W Dayton St,Madison,WI,53715,43.071687534,-89.4078756429,4.0,24,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'Alcohol': ""u'beer_and_wine'""}","Cinema, Music Venues, Restaurants, Arts & Entertainment, Local Flavor, Nightlife, Food Stands, Food Court, Food","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-0:0'}"
71927,uFoygm7v4t0hXe8VeWq-Rg,Village Square,9400 W Sahara Ave,Las Vegas,NV,89117,36.147173,-115.300412,4.0,12,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True'}","Shopping Centers, Cinema, Local Flavor, Arts & Entertainment, Shopping",
72197,Jr7YyKRsV9OkJaBTpXYnEA,AMC Forum 22,"2313 St. Catherine Street W, Suite 101",Montréal,QC,H3H 1N2,45.4925714755,-73.5841333563,3.5,17,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
72267,5bTBJLKjlvdrjV_VryVl_A,Regent Theatre,551 Mount Pleasant Road,Toronto,ON,M4S 2M5,43.7029609,-79.3875546,4.0,4,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
74798,dt-Q31GwfUDHxZwwPhIH4A,Imax Theater Tempe,"5000 S Arizona Mills Cir, Ste 667",Tempe,AZ,85282,33.3831468,-111.9647254,3.5,32,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
75017,v015pusDxymYrTi_l48t2w,Drive-In Las Vegas,4150 West Carey Ave,Las Vegas,NV,89032,36.2053,-115.1962175,4.0,219,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment, Drive-In Theater","{'Monday': '19:30-0:0', 'Tuesday': '19:30-0:0', 'Wednesday': '19:30-0:0', 'Thursday': '19:30-0:0', 'Friday': '18:30-1:0', 'Saturday': '18:30-1:0'}"
77032,kvFSP0DS0d5RumAGAQt0rg,Cineplex VIP Cinemas,12 Marie Labatte Road,Toronto,ON,M3C 0H9,43.734088,-79.346382,3.5,59,1,{'GoodForKids': 'False'},"Cinema, Arts & Entertainment",
77098,2yC8986TR6Nxs5KVpGrKug,Connor Palace,"1501 Euclid Ave, Ste 200",Cleveland,OH,44115,41.5014035,-81.6808043,4.5,16,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
77196,sR0GYpPKs9CzixSLei03Vw,AMC Mesa Grand 14,1647 S Stapley,Mesa,AZ,85204,33.3836435,-111.8029423,3.5,82,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
77276,zyfPzBC4s17UWh6x8olj7w,Cinéma Cinéplex Odeon,350 Rue Emery,Montréal,QC,H2X 1J1,45.5144824,-73.5634968,4.0,17,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '12:30-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:30-22:0', 'Thursday': '12:30-22:0', 'Friday': '12:30-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:30-22:0'}"
77607,6t0lSl779B9mkBspmW0syQ,Luxor IMAX Theatre,3900 S Las Vegas Blvd,Las Vegas,NV,89119,36.0948217,-115.173216,2.5,5,0,{'GoodForKids': 'True'},"Arts & Entertainment, Active Life, Cinema, Amusement Parks",
78221,rPqXbho0dwETvjUxW88Ttw,Cinemark Movie Bistro - Charlotte,9630 Monroe Rd,Charlotte,NC,28207,35.1407721793,-80.7398494206,3.5,140,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '11:30-1:0', 'Tuesday': '11:30-1:0', 'Wednesday': '11:30-1:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-1:0'}"
78408,31r67s66Gb7esxR8mF0g6Q,Excentris,3536 Boulevard Saint-Laurent,Montréal,QC,H2X 2V1,45.5132185,-73.5713361,4.5,11,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '13:0-23:0', 'Tuesday': '13:0-23:0', 'Wednesday': '13:0-23:0', 'Thursday': '13:0-23:0', 'Friday': '13:0-23:0', 'Saturday': '13:0-23:0'}"
79274,qLTPXsxCxMkaJGt8opZYpQ,Place des Arts,175 Rue Sainte-Catherine O,Montréal,QC,H2X 1Y9,45.508318,-73.566433,4.5,34,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'False'}","Arts & Entertainment, Ticket Sales, Cinema, Performing Arts",
79324,rZrbLOKfbCawyE13x4AW5w,Pittsburgh Opera,2425 Liberty Ave,Pittsburgh,PA,15222,40.4531961,-79.9798514,4.5,11,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Arts & Entertainment, Performing Arts, Cinema, Venues & Event Spaces","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
79924,CXOHUsfW35aMNYK_H7CQ1g,Harkins Fiesta 5,1520 S Longmore,Mesa,AZ,85209,33.3868,-111.865432,4.0,4,0,{'GoodForKids': 'False'},"Cinema, Arts & Entertainment",
80081,ls9yHpiI4Je3gm9W4BejLw,Cinemark XD,851 Providence Blvd,Pittsburgh,PA,15237,40.5705042,-80.0196744,4.0,38,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
80403,uYwcgcabJkHogIMzA9lLUg,Cumberland 4 Theatre,159 Cumberland Street,Toronto,ON,M5R 1A2,43.6697712,-79.3935192,3.5,19,0,{'GoodForKids': 'False'},"Cinema, Arts & Entertainment",{'Monday': '12:0-23:0'}
80412,9pg2QPvwLomBLo9R-J2_Yw,Harkins Theatres Chandler Crossroads 12,2980 E Germann Rd,Chandler,AZ,85286,33.2781515,-111.7905817,4.0,67,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
80661,i0Ew2edMMWHyYEAOC5hwHA,Camera,1028 Queen Street W,Toronto,ON,M6J 1H6,43.6441048,-79.4197644,3.5,3,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True'}","Cinema, Venues & Event Spaces, Arts & Entertainment, Event Planning & Services, Art Galleries, Nightlife, Bars, Shopping",
80729,hGL0I-qv771etyNBxmOF2w,Hot Docs Ted Rogers Cinema,506 Bloor Street W,Toronto,ON,M5S 1Y3,43.6654163,-79.4103853,4.0,62,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
80936,XS0wB4JnbOj_E1-4kzoLIg,AMC Arrowhead 14,"7700 W Arrowhead Tn Ctr, 1079",Glendale,AZ,85308,33.6424376443,-112.2252988815,3.0,12,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
81172,KtteGdR2cQExYC66RA366Q,SilverCity Brampton Cinemas,50 Great Lakes Drive,Brampton,ON,L6R 2K7,43.733043361200004,-79.7679919198,3.5,23,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
81944,uXKbB-Fky-4WhETk1tTTbw,Regal Cinemas Montrose Movies 12,4020 Medina Rd,Akron,OH,44333,41.132842,-81.642109,2.0,23,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
82540,PvaZbCMrU09xK0t4I0qKXg,Empire Theatres Ltd,10909 Yonge Street,Richmond Hill,ON,L4C 3E3,43.8951552467,-79.442128,2.0,3,0,,"Cinema, Arts & Entertainment",
83116,F2DJHnTwMgzgGcl1lX8Q0A,Regal Cinemas Colonnade 14,8880 S Eastern Ave,Las Vegas,NV,89123,36.0286389,-115.1144585,3.0,100,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
83463,2fqHO2vFbcwVV27c_Irm8Q,Galaxy Cannery Theatre,2121 E Craig Rd,North Las Vegas,NV,89030,36.238313,-115.1190625,4.0,280,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '9:30-23:0', 'Tuesday': '9:30-23:0', 'Wednesday': '9:30-23:0', 'Thursday': '9:30-23:0', 'Friday': '9:30-0:0', 'Saturday': '9:30-0:0', 'Sunday': '9:30-23:0'}"
